year,type,discipline,event,noc,medal
2020,Summer,Judo,"Lightweight, Men (Olympic)",MGL,Bronze
2020,Summer,Athletics,"Marathon, Men (Olympic)",NED,Silver
2016,Summer,Beach Volleyball (Volleyball),"Beach Volleyball, Men (Olympic)",NED,Bronze
2020,Summer,Cycling Track (Cycling),"Sprint, Men (Olympic)",NED,Silver
2020,Summer,Cycling Track (Cycling),"Team Sprint, Men (Olympic)",NED,Gold
2016,Summer,Cycling Track (Cycling),"Keirin, Men (Olympic)",NED,Silver
2020,Summer,Cycling BMX Racing (Cycling),"BMX, Men (Olympic)",NED,Gold
2016,Summer,Cycling Road (Cycling),"Individual Time Trial, Men (Olympic)",NED,Silver
2020,Summer,Cycling Road (Cycling),"Individual Time Trial, Men (Olympic)",NED,Silver
2020,Summer,Rowing,"Quadruple Sculls, Men (Olympic)",NED,Gold
2016,Summer,Marathon Swimming (Aquatics),"10 kilometres Open Water, Men (Olympic)",NED,Gold
2016,Summer,Football (Football),"Football, Men (Olympic)",NGR,Bronze
2016,Summer,Taekwondo,"Heavyweight, Men (Olympic)",NIG,Silver
2020,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",NOR,Gold
2020,Summer,Triathlon,"Olympic Distance, Men (Olympic)",NOR,Gold
2016,Summer,Athletics,"Shot Put, Men (Olympic)",NZL,Bronze
2020,Summer,Athletics,"Shot Put, Men (Olympic)",NZL,Bronze
2020,Summer,Rugby Sevens (Rugby),"Rugby Sevens, Men (Olympic)",NZL,Silver
2016,Summer,Sailing,"One Person Dinghy, Men (Olympic)",NZL,Bronze
2020,Summer,Tennis,"Doubles, Men (Olympic)",NZL,Bronze
2020,Summer,Trampolining (Gymnastics),"Individual, Men (Olympic)",NZL,Bronze
2020,Summer,Athletics,"800 metres, Men (Olympic)",POL,Bronze
2016,Summer,Athletics,"Hammer Throw, Men (Olympic)",POL,Bronze
2020,Summer,Athletics,"Hammer Throw, Men (Olympic)",POL,Gold
2016,Summer,Cycling Road (Cycling),"Road Race, Individual, Men (Olympic)",POL,Bronze
2020,Summer,Judo,"Half-Heavyweight, Men (Olympic)",POR,Bronze
2016,Summer,Artistic Gymnastics (Gymnastics),"Horse Vault, Men (Olympic)",PRK,Gold
2016,Summer,Shooting,"Free Pistol, 50 metres, Men (Olympic)",PRK,Bronze
2020,Summer,Beach Volleyball (Volleyball),"Beach Volleyball, Men (Olympic)",QAT,Bronze
2020,Summer,Weightlifting,"Middle-Heavyweight, Men (Olympic)",QAT,Gold
2016,Summer,Wrestling,"Heavyweight, Freestyle, Men (Olympic)",ROU,Bronze
2016,Summer,Athletics,"Long Jump, Men (Olympic)",RSA,Silver
2016,Summer,Athletics,"400 metres, Men (Olympic)",RSA,Gold
2016,Summer,Rugby Sevens (Rugby),"Rugby Sevens, Men (Olympic)",RSA,Bronze
2016,Summer,Triathlon,"Olympic Distance, Men (Olympic)",RSA,Bronze
2016,Summer,Boxing,"Heavyweight, Men (Olympic)",RUS,Gold
2016,Summer,Boxing,"Light-Welterweight, Men (Olympic)",RUS,Bronze
2016,Summer,Boxing,"Bantamweight, Men (Olympic)",RUS,Bronze
2020,Summer,Beach Volleyball (Volleyball),"Beach Volleyball, Men (Olympic)",ROC,Silver
2016,Summer,Canoe Sprint (Canoeing),"Kayak Singles, 1,000 metres, Men (Olympic)",RUS,Bronze
2016,Summer,Fencing,"Foil, Individual, Men (Olympic)",RUS,Bronze
2020,Summer,Fencing,"Foil, Team, Men (Olympic)",ROC,Silver
2020,Summer,Artistic Gymnastics (Gymnastics),"Individual All-Around, Men (Olympic)",ROC,Bronze
2020,Summer,Artistic Gymnastics (Gymnastics),"Horizontal Bar, Men (Olympic)",ROC,Bronze
2016,Summer,Judo,"Extra-Lightweight, Men (Olympic)",RUS,Gold
2016,Summer,Judo,"Half-Middleweight, Men (Olympic)",RUS,Gold
2016,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",RUS,Bronze
2016,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",RUS,Silver
2020,Summer,Shooting,"Air Rifle, 10 metres, Team, Mixed (Olympic)",ROC,Bronze
2020,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",ROC,Silver
2016,Summer,Shooting,"Air Rifle, 10 metres, Men (Olympic)",RUS,Bronze
2020,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",ROC,Silver
2016,Summer,Swimming (Aquatics),"200 metres Breaststroke, Men (Olympic)",RUS,Bronze
2016,Summer,Swimming (Aquatics),"200 metres Backstroke, Men (Olympic)",RUS,Bronze
2020,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",ROC,Gold
2020,Summer,Swimming (Aquatics),"200 metres Backstroke, Men (Olympic)",ROC,Gold
2016,Summer,Wrestling,"Light-Heavyweight, Freestyle, Men (Olympic)",RUS,Gold
2020,Summer,Wrestling,"Heavyweight, Freestyle, Men (Olympic)",ROC,Gold
2016,Summer,Wrestling,"Middleweight, Freestyle, Men (Olympic)",RUS,Silver
2016,Summer,Wrestling,"Light-Heavyweight, Greco-Roman, Men (Olympic)",RUS,Gold
2016,Summer,Wrestling,"Super-Heavyweight, Greco-Roman, Men (Olympic)",RUS,Bronze
2020,Summer,Wrestling,"Super-Heavyweight, Greco-Roman, Men (Olympic)",ROC,Bronze
2016,Summer,Wrestling,"Welterweight, Freestyle, Men (Olympic)",RUS,Gold
2020,Summer,Cycling Road (Cycling),"Individual Time Trial, Men (Olympic)",SLO,Gold
2016,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",SRB,Silver
2020,Summer,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",SRB,Bronze
2020,Summer,Cycling Mountain Bike (Cycling),"Cross-Country, Men (Olympic)",SUI,Silver
2020,Summer,Swimming (Aquatics),"200 metres Individual Medley, Men (Olympic)",SUI,Bronze
2020,Summer,Canoe Slalom (Canoeing),"Kayak Singles, Slalom, Men (Olympic)",SVK,Silver
2016,Summer,Canoe Slalom (Canoeing),"Canadian Doubles, Slalom, Men (Olympic)",SVK,Gold
2016,Summer,Canoe Slalom (Canoeing),"Canadian Singles, Slalom, Men (Olympic)",SVK,Silver
2020,Summer,Athletics,"Discus Throw, Men (Olympic)",SWE,Gold
2016,Summer,Golf,"Individual, Men (Olympic)",SWE,Silver
2020,Summer,Weightlifting,"Super-Heavyweight, Men (Olympic)",SYR,Bronze
2016,Summer,Taekwondo,"Flyweight, Men (Olympic)",THA,Silver
2016,Summer,Weightlifting,"Bantamweight, Men (Olympic)",THA,Bronze
2020,Summer,Archery,"Team, Men (Olympic)",TPE,Silver
2020,Summer,Golf,"Individual, Men (Olympic)",TPE,Bronze
2020,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",TPE,Silver
2016,Summer,Taekwondo,"Welterweight, Men (Olympic)",TUN,Bronze
2020,Summer,Archery,"Individual, Men (Olympic)",TUR,Gold
2016,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",TUR,Bronze
2020,Summer,Artistic Gymnastics (Gymnastics),"Parallel Bars, Men (Olympic)",TUR,Bronze
2016,Summer,Wrestling,"Light-Heavyweight, Freestyle, Men (Olympic)",TUR,Silver
2016,Summer,Wrestling,"Middleweight, Freestyle, Men (Olympic)",TUR,Bronze
2020,Summer,Athletics,"10,000 metres, Men (Olympic)",UGA,Bronze
2020,Summer,Athletics,"5,000 metres, Men (Olympic)",UGA,Gold
2020,Summer,Athletics,"10,000 metres, Men (Olympic)",UGA,Silver
2016,Summer,Canoe Sprint (Canoeing),"Canadian Doubles, 1,000 metres, Men (Olympic)",UKR,Bronze
2020,Summer,Swimming (Aquatics),"800 metres Freestyle, Men (Olympic)",UKR,Bronze
2020,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",UKR,Silver
2016,Summer,Wrestling,"Light-Heavyweight, Greco-Roman, Men (Olympic)",UKR,Silver
2020,Summer,Wrestling,"Light-Heavyweight, Greco-Roman, Men (Olympic)",UKR,Gold
2016,Summer,Athletics,"800 metres, Men (Olympic)",USA,Bronze
2016,Summer,Athletics,"Long Jump, Men (Olympic)",USA,Gold
2016,Summer,Athletics,"Shot Put, Men (Olympic)",USA,Silver
2020,Summer,Athletics,"Shot Put, Men (Olympic)",USA,Silver
2016,Summer,Athletics,"5,000 metres, Men (Olympic)",USA,Silver
2020,Summer,Athletics,"5,000 metres, Men (Olympic)",USA,Bronze
2016,Summer,Athletics,"Shot Put, Men (Olympic)",USA,Gold
2020,Summer,Athletics,"Shot Put, Men (Olympic)",USA,Gold
2016,Summer,Athletics,"Pole Vault, Men (Olympic)",USA,Bronze
2016,Summer,Boxing,"Light-Flyweight, Men (Olympic)",USA,Bronze
2016,Summer,Boxing,"Bantamweight, Men (Olympic)",USA,Silver
2016,Summer,Diving (Aquatics),"Synchronized Springboard, Men (Olympic)",USA,Silver
2020,Summer,Diving (Aquatics),"Synchronized Springboard, Men (Olympic)",USA,Silver
2016,Summer,Golf,"Individual, Men (Olympic)",USA,Bronze
2016,Summer,Artistic Gymnastics (Gymnastics),"Pommelled Horse, Men (Olympic)",USA,Bronze
2016,Summer,Sailing,"One Person Heavyweight Dinghy, Men (Olympic)",USA,Bronze
2020,Summer,Shooting,"Air Rifle, 10 metres, Team, Mixed (Olympic)",USA,Silver
2020,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Men (Olympic)",USA,Gold
2020,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",USA,Gold
2020,Summer,Swimming (Aquatics),"50 metres Freestyle, Men (Olympic)",USA,Gold
2020,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",USA,Gold
2020,Summer,Swimming (Aquatics),"100 metres Butterfly, Men (Olympic)",USA,Gold
2016,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",USA,Silver
2020,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",USA,Gold
2016,Summer,Swimming (Aquatics),"100 metres Breaststroke, Men (Olympic)",USA,Bronze
2016,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",USA,Bronze
2020,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",USA,Silver
2016,Summer,Swimming (Aquatics),"200 metres Breaststroke, Men (Olympic)",USA,Silver
2016,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",USA,Gold
2016,Summer,Swimming (Aquatics),"200 metres Backstroke, Men (Olympic)",USA,Gold
2020,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",USA,Bronze
2020,Summer,Swimming (Aquatics),"200 metres Backstroke, Men (Olympic)",USA,Silver
2016,Summer,Tennis,"Doubles, Men (Olympic)",USA,Bronze
2016,Summer,Wrestling,"Light-Heavyweight, Freestyle, Men (Olympic)",USA,Bronze
2016,Summer,Wrestling,"Heavyweight, Freestyle, Men (Olympic)",USA,Gold
2020,Summer,Wrestling,"Heavyweight, Freestyle, Men (Olympic)",USA,Silver
2020,Summer,Boxing,"Super-Heavyweight, Men (Olympic)",UZB,Gold
2016,Summer,Boxing,"Middleweight, Men (Olympic)",UZB,Silver
2016,Summer,Boxing,"Light-Flyweight, Men (Olympic)",UZB,Gold
2016,Summer,Boxing,"Bantamweight, Men (Olympic)",UZB,Bronze
2016,Summer,Boxing,"Heavyweight, Men (Olympic)",UZB,Bronze
2016,Summer,Boxing,"Welterweight, Men (Olympic)",UZB,Silver
2016,Summer,Boxing,"Flyweight, Men (Olympic)",UZB,Gold
2016,Summer,Judo,"Extra-Lightweight, Men (Olympic)",UZB,Bronze
2020,Summer,Wrestling,"Middleweight, Freestyle, Men (Olympic)",UZB,Bronze
2016,Summer,Boxing,"Flyweight, Men (Olympic)",VEN,Silver
2020,Summer,Rowing,"Lightweight Double Sculls, Women (Olympic)",ITA,Gold
2020,Summer,Canoe Sprint (Canoeing),"Kayak Singles, 200 metres, Men (Olympic)",HUN,Gold
2020,Summer,Shooting,"Sporting Pistol, 25 metres, Women (Olympic)",KOR,Silver
2016,Summer,Weightlifting,"Lightweight, Men (Olympic)",COL,Bronze
2020,Summer,Weightlifting,"Lightweight, Men (Olympic)",COL,Silver
2016,Summer,Weightlifting,"Lightweight, Men (Olympic)",CHN,Gold
2020,Summer,Weightlifting,"Middleweight, Men (Olympic)",CHN,Gold
2020,Summer,Equestrian Eventing (Equestrian),"Individual, Open (Olympic)",GER,Gold
2016,Summer,Wrestling,"Heavyweight, Freestyle, Men (Olympic)",UZB,Bronze
2020,Summer,Cycling Track (Cycling),"Team Pursuit, 4,000 metres, Men (Olympic)",ITA,Gold
2022,Winter,Freestyle Skiing (Skiing),"Moguls, Women (Olympic)",AUS,Gold
2022,Winter,Skeleton (Bobsleigh),"Skeleton, Women (Olympic)",AUS,Silver
2018,Winter,Alpine Skiing (Skiing),"Team, Mixed (Olympic)",AUT,Silver
2018,Winter,Alpine Skiing (Skiing),"Slalom, Women (Olympic)",AUT,Bronze
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed (Olympic)",AUT,Gold
2022,Winter,Alpine Skiing (Skiing),"Slalom, Women (Olympic)",AUT,Silver
2018,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",AUT,Bronze
2018,Winter,Luge,"Singles, Men (Olympic)",AUT,Gold
2022,Winter,Luge,"Doubles, Open (Olympic)",AUT,Bronze
2022,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men (Olympic)",AUT,Silver
2022,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men (Olympic)",AUT,Gold
2022,Winter,Snowboarding (Skiing),"Parallel Giant Slalom, Women (Olympic)",AUT,Silver
2022,Winter,Biathlon,"20 kilometres, Men (Olympic)",BLR,Silver
2022,Winter,Alpine Skiing (Skiing),"Combined, Men (Olympic)",CAN,Bronze
2022,Winter,Bobsleigh (Bobsleigh),"Monobob, Women (Olympic)",CAN,Bronze
2018,Winter,Freestyle Skiing (Skiing),"Halfpipe, Women (Olympic)",CAN,Gold
2022,Winter,Freestyle Skiing (Skiing),"Halfpipe, Women (Olympic)",CAN,Silver
2022,Winter,Freestyle Skiing (Skiing),"Team Aerials, Mixed (Olympic)",CAN,Bronze
2018,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",CAN,Bronze
2018,Winter,Snowboarding (Skiing),"Slopestyle, Women (Olympic)",CAN,Silver
2022,Winter,Snowboarding (Skiing),"Team Cross, Mixed (Olympic)",CAN,Bronze
2022,Winter,Snowboarding (Skiing),"Cross, Men (Olympic)",CAN,Silver
2022,Winter,Speed Skating (Skating),"3,000 metres, Women (Olympic)",CAN,Bronze
2022,Winter,Speed Skating (Skating),"5,000 metres, Women (Olympic)",CAN,Silver
2018,Winter,Speed Skating (Skating),"5,000 metres, Men (Olympic)",CAN,Silver
2018,Winter,Speed Skating (Skating),"10,000 metres, Men (Olympic)",CAN,Gold
2022,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",CAN,Silver
2018,Winter,Short Track Speed Skating (Skating),"500 metres, Women (Olympic)",CAN,Bronze
2018,Winter,Short Track Speed Skating (Skating),"1,000 metres, Women (Olympic)",CAN,Silver
2018,Winter,Short Track Speed Skating (Skating),"1,500 metres, Women (Olympic)",CAN,Bronze
2022,Winter,Short Track Speed Skating (Skating),"500 metres, Women (Olympic)",CAN,Bronze
2018,Winter,Short Track Speed Skating (Skating),"1,000 metres, Men (Olympic)",CAN,Gold
2018,Winter,Freestyle Skiing (Skiing),"Aerials, Women (Olympic)",CHN,Bronze
2018,Winter,Figure Skating (Skating),"Pairs, Mixed (Olympic)",CHN,Silver
2022,Winter,Figure Skating (Skating),"Pairs, Mixed (Olympic)",CHN,Gold
2018,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",CHN,Bronze
2022,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",CHN,Gold
2018,Winter,Short Track Speed Skating (Skating),"1,500 metres, Women (Olympic)",CHN,Silver
2022,Winter,Short Track Speed Skating (Skating),"1,000 metres, Men (Olympic)",CHN,Gold
2018,Winter,Alpine Skiing (Skiing),"Combined, Men (Olympic)",FRA,Bronze
2022,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",FRA,Gold
2022,Winter,Biathlon,"12.5 kilometres Mass Start, Women (Olympic)",FRA,Gold
2022,Winter,Biathlon,"10 kilometres Sprint, Men (Olympic)",FRA,Silver
2022,Winter,Biathlon,"12.5 kilometres Pursuit, Men (Olympic)",FRA,Gold
2022,Winter,Biathlon,"20 kilometres, Men (Olympic)",FRA,Gold
2022,Winter,Freestyle Skiing (Skiing),"Big Air, Women (Olympic)",FRA,Silver
2018,Winter,Figure Skating (Skating),"Ice Dancing, Mixed (Olympic)",FRA,Silver
2022,Winter,Figure Skating (Skating),"Ice Dancing, Mixed (Olympic)",FRA,Gold
2018,Winter,Snowboarding (Skiing),"Cross, Women (Olympic)",FRA,Silver
2018,Winter,Freestyle Skiing (Skiing),"Slopestyle, Women (Olympic)",GBR,Bronze
2018,Winter,Skeleton (Bobsleigh),"Skeleton, Women (Olympic)",GBR,Bronze
2022,Winter,Alpine Skiing (Skiing),"Team, Mixed (Olympic)",GER,Silver
2018,Winter,Biathlon,"12.5 kilometres Pursuit, Men (Olympic)",GER,Bronze
2018,Winter,Bobsleigh (Bobsleigh),"Two, Women (Olympic)",GER,Gold
2022,Winter,Bobsleigh (Bobsleigh),"Two, Women (Olympic)",GER,Silver
2022,Winter,Bobsleigh (Bobsleigh),"Two, Men (Olympic)",GER,Silver
2022,Winter,Bobsleigh (Bobsleigh),"Four, Open (Olympic)",GER,Silver
2022,Winter,Cross Country Skiing (Skiing),"4 × 5 kilometres Relay, Women (Olympic)",GER,Silver
2022,Winter,Cross Country Skiing (Skiing),"Team Sprint, Women (Olympic)",GER,Gold
2018,Winter,Luge,"Singles, Women (Olympic)",GER,Silver
2018,Winter,Luge,"Singles, Men (Olympic)",GER,Bronze
2022,Winter,Luge,"Singles, Men (Olympic)",GER,Gold
2022,Winter,Nordic Combined (Skiing),"Normal Hill / 10 km, Individual, Men (Olympic)",GER,Gold
2018,Winter,Skeleton (Bobsleigh),"Skeleton, Women (Olympic)",GER,Silver
2022,Winter,Skeleton (Bobsleigh),"Skeleton, Men (Olympic)",GER,Gold
2022,Winter,Skeleton (Bobsleigh),"Skeleton, Men (Olympic)",GER,Silver
2022,Winter,Ski Jumping (Skiing),"Large Hill, Team, Men (Olympic)",GER,Bronze
2022,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men (Olympic)",GER,Bronze
2018,Winter,Snowboarding (Skiing),"Parallel Giant Slalom, Women (Olympic)",GER,Bronze
2022,Winter,Short Track Speed Skating (Skating),"500 metres, Men (Olympic)",HUN,Gold
2022,Winter,Short Track Speed Skating (Skating),"1,000 metres, Men (Olympic)",HUN,Bronze
